GEO ID,GEO ID Description,GEO Category,County Name,Indicator Order on State Dashboard,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count,Average Number of Denominator,Percentage/Rate,Data Comments,Measure Unit,Data Years,Data Source
30367,Greenburgh town,MCD/CD,Westchester,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,1489,648,57.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30422,Greene town,MCD/CD,Chenango,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,118,45,65.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30444,Greenfield town,MCD/CD,Saratoga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,172,65,66.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30532,Green Island town,MCD/CD,Albany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,32,20,39.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30565,Greenport town,MCD/CD,Columbia,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,49,29,42.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30620,Greenville town,MCD/CD,Greene,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,76,28,68.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30631,Greenville town,MCD/CD,Orange,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,108,42,63.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30686,Greenwich town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,104,35,75.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30741,Greenwood town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,15,8,48.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30796,Greig town,MCD/CD,Lewis,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,17,8,53.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30972,Groton town,MCD/CD,Tompkins,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,133,49,68.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30994,Grove town,MCD/CD,Allegany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
31016,Groveland town,MCD/CD,Livingston,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,26,11,57.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31104,Guilderland town,MCD/CD,Albany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,695,280,62.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31148,Guilford town,MCD/CD,Chenango,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,72,26,69.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31269,Hadley town,MCD/CD,Saratoga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,40,16,63.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31335,Hague town,MCD/CD,Warren,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,2,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
31379,Halcott town,MCD/CD,Greene,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,2,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
31489,Halfmoon town,MCD/CD,Saratoga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,530,208,63.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31654,Hamburg town,MCD/CD,Erie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,1000,447,56,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31698,Hamden town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,22,8,73.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31720,Hamilton town,MCD/CD,Madison,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,74,29,63.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31797,Hamlin town,MCD/CD,Monroe,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,161,71,57.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31841,Hammond town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,36,15,59,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31885,Hampton town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,6,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
31907,Hamptonburgh town,MCD/CD,Orange,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,83,37,56.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
31951,Hancock town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,46,24,48.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32028,Hannibal town,MCD/CD,Oswego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,81,42,47.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32050,Hanover town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,93,51,46,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32116,Hardenburgh town,MCD/CD,Ulster,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,2,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
32160,Harford town,MCD/CD,Cortland,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,37,12,77.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32248,Harmony town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,45,21,54.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32281,Harpersfield town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
32314,Harrietstown town,MCD/CD,Franklin,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,103,33,79.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32358,Harrisburg town,MCD/CD,Lewis,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
32413,Harrison town,MCD/CD,Westchester,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,263,116,56.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32457,Hartford town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,45,17,68.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32490,Hartland town,MCD/CD,Niagara,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,66,27,61.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32567,Hartsville town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,3,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
32589,Hartwick town,MCD/CD,Otsego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,31,14,56.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32688,Hastings town,MCD/CD,Oswego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,200,81,61.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
32765,Haverstraw town,MCD/CD,Rockland,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,356,345,25.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
33040,Hebron town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,23,10,56.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
33073,Hector town,MCD/CD,Schuyler,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,136,40,85,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34000,Hempstead town,MCD/CD,Nassau,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,11010,7227,38.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34055,Henderson town,MCD/CD,Jefferson,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
34099,Henrietta town,MCD/CD,Monroe,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,641,332,48.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34132,Herkimer town,MCD/CD,Herkimer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,141,88,40.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34176,Hermon town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,16,9,43.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34473,Highland town,MCD/CD,Sullivan,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,36,16,57.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34550,Highlands town,MCD/CD,Orange,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,165,106,39,,Percentage,2019-2022,"Vital Records, data as of May 2024"
34748,Hillsdale town,MCD/CD,Columbia,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
34946,Hinsdale town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,35,14,61.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35122,Holland town,MCD/CD,Erie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,57,24,60.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35287,Homer town,MCD/CD,Cortland,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,155,54,72.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35463,Hoosick town,MCD/CD,Rensselaer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,42,19,55.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35496,Hope town,MCD/CD,Hamilton,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,3,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
35551,Hopewell town,MCD/CD,Ontario,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,60,23,64.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35595,Hopkinton town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,26,10,65,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35639,Horicon town,MCD/CD,Warren,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,26,9,76.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35661,Hornby town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,43,13,82.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35672,Hornell city,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,160,96,41.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35683,Hornellsville town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,58,32,45.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35705,Horseheads town,MCD/CD,Chemung,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,397,133,74.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35782,Hounsfield town,MCD/CD,Jefferson,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,65,29,55.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35837,Howard town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,29,12,63,,Percentage,2019-2022,"Vital Records, data as of May 2024"
35969,Hudson city,MCD/CD,Columbia,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,100,49,51,,Percentage,2019-2022,"Vital Records, data as of May 2024"
36112,Hume town,MCD/CD,Allegany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,66,29,56.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
36123,Humphrey town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,4,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
36178,Hunter town,MCD/CD,Greene,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,79,30,65.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
37000,Huntington town,MCD/CD,Suffolk,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,2865,1656,43.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
37143,Hurley town,MCD/CD,Ulster,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,123,41,75.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
37165,Huron town,MCD/CD,Wayne,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,42,14,73.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
